id,trigger,conditions,script,text,options,notes
lkePatherFleetOpenComm,OpenCommLink,"$entity.lke_patherIntercept score:1000
!$entity.ignorePlayerCommRequests
Call $global.lke_ref updateData","$entity.ignorePlayerCommRequests = true
FireAll MostLuddicEthosRefresh
FireBest LKEpatherFleetStartOpts","通信リンクが震えながら開き、古いプロトコルから現在の基準に無理やり変換されたエラーコードが点滅する。

パスの艦長があなたを見つめる。「$playername、」$heOrSheが始める。",,
lkePatherFleetStartLikePath,LKEpatherFleetStartOpts,"$player.mostLuddicEthosPather
$global.lpp_radicalizedKnightInitiate",FireAll LKEpatherFleetStartResp,"""あなたは私たちに知られています。あなたは信者の歩行者にとって必要で正しいパスを支持することを語りました。"" $heOrSheは一瞬厳しい笑みを浮かべ、すぐにそれを消します。

""だから、もし本当にパスに仕えたいのであれば、探すのをやめなさい。私たちの運営に干渉せず、あるいは別の「行方不明」の新兵について尋ねないでください。""",,
lkePatherFleetStartJangSup,LKEpatherFleetStartOpts,$player.joinedJangalaProtest,FireAll LKEpatherFleetStartResp,"""あなたは私たちに知られています。あなたはヘゲモニーの残酷な手によってジャンガラで信仰のために血を流しました。"" $HeOrSheは厳しい笑みを浮かべ、「はい、私たちはあなたのことを知っています。」

$HeOrSheは笑みを消し、続けます。「再びパスに仕えなさい：探すのをやめなさい。私たちの運営に干渉せず、あるいは別の「行方不明」の新兵について尋ねないでください。」",,
lkePatherFleetStartCotton,LKEpatherFleetStartOpts,$player.satWithCottonCount >= 2 score:2,"$brotherCottonSaid = true 0
$wontAttack = true 0
FireAll LKEpatherFleetStartResp","""私はあなたを空から切り落とし、あなたの艦隊を焼き、あなたの灰を祝福された真空に散らすように言われました。"" $HeOrSheは厳しい笑みを浮かべ、「しかし、私はメッセージを受け取りました。コットン兄弟は、神の摂理があなたの最終戦闘における役割を歌ったと信じています。」

$HeOrSheは$hisOrHerの頭を振り、笑顔を消します。「これをどう解釈すればよいかわかりません。それでも、私は...お願い...この「行方不明の」リクルートの捜索をやめるようにお願いしたいのです。」$HeOrSheは、これがどれほど哀れに聞こえるかを認識しながらため息をつきます。

「自問自答してください。」$heOrSheは懇願します。「この行動によってあなたは誰に仕えているのですか？このパスの終わりには何がありますか？」",,
lkePatherFleetFaithOption,LKEpatherFleetStartOpts,$player.mostLuddicEthosFaithful,FireAll LKEpatherFleetStartResp,あなたは危険な道を歩んでいる、$playerBrotherOrSister。私はあなたを空から切り落とし、あなたの灰を祝福された真空に散らすためにここに送られた。そうならないことを祈る。,,
lkePatherFleetDefault,LKEpatherFleetStartOpts,,FireAll LKEpatherFleetStartResp,"""私はあなたを空から切り落とし、艦隊を焼き、あなたの灰を祝福された真空に散らす。"" $HeOrSheは厳しい笑みを浮かべて言う、""ここがあなたの道の終わりです。なぜなら、あなたは禁じられた質問をし、禁じられたものを探したからです。""",,
lkePatherFleetRespA,LKEpatherFleetStartResp,,,,"lke_patherFleetNotStopping:""私は探すのをやめない。""",
lkePatherFleetRespB,LKEpatherFleetStartResp,,,,"lke_patherFleetCeaseLie:""それが道が要求することなら、私はやめます。"" (嘘)",
lkePatherFleetRespC,LKEpatherFleetStartResp,"$player.mostLuddicEthosFaithful
$player.satWithCottonCount < 2
!$wontAttack",,,"lke_patherFleetServeFaith:""私は信仰に仕え、信仰の使者を探しています。戦闘は何の役に立つのでしょうか？""",
lkePatherFleetRespD,LKEpatherFleetStartResp,$player.mostLuddicEthosPather,,,"lke_patherFleetServePath:""私は道に仕えたい。ボーンアニューを見つけることは、私たちの共有する目的に役立つでしょう。""",
lkePatherFleetRespE,LKEpatherFleetStartResp,"$player.joinedJangalaProtest
!$player.mostLuddicEthosPather",,,"lke_patherFleetServePathB:""ボーンアニューを見つけることは道に役立つ。信じて。""",
lkePatherFleetRespF,LKEpatherFleetStartResp,$brotherCottonSaid,,,"lke_patherFleetAskCottonSay:""コットン兄弟は他に何を言ったのですか？それだけですか？""",
lkePatherFleetRespG,LKEpatherFleetStartResp,$player.jaspisCottonBook ,,,"lke_patherFleetAskCottonContact:""コットン兄弟に連絡する必要があります。彼に何かがあります。""",
lkePatherFleetRespH,LKEpatherFleetStartResp,!$wontAttack,,,"lke_patherFleetThreat:""あなたは、あなたの小さな艦隊が課すことのできないことを要求しています。今すぐ逃げなさい。""",
lkePatherFleetRespI,LKEpatherFleetStartResp,!$wontAttack,,,"lke_patherFleetThreatC:""あなたはよく喋りますね。本当にこれに挑むつもりですか？""",
lkePatherFleetRespK,LKEpatherFleetStartResp,"$player.metBrotherCotton
!$wontAttack ","SetStoryOption lke_patherFleetSP 1 lke_patherFleetSP general ""Claimed to be working for Brother Cotton to avoid Pather fleet sent to stop you from finding Bornanew""",,"lke_patherFleetSP:""降伏しなさい、$brotherOrSister。私はリブウェル・コットンの命令に従っています。""",
lkePatherFleetRespJ,LKEpatherFleetStartResp,,,,lke_patherFleetEndFight:通信を切断する,
LKEpatherFleetNotStopping,DialogOptionSelected,$option == lke_patherFleetNotStopping,RemoveOption lke_patherFleetNotStopping,"""しかし、あなたはそうしなければならない、"" $heOrSheは言う、ほとんど困惑したように。""やめないなら、私は攻撃します。""",,
LKEpatherFleetNotStoppingB,DialogOptionSelected,"$option == lke_patherFleetNotStopping
$wontAttack",RemoveOption lke_patherFleetNotStopping,"""しかし、あなたはそうしなければならない、"" $heOrSheは不幸そうに言う。",,
LKEpatherFleetAskCottonSay,DialogOptionSelected,$option == lke_patherFleetAskCottonSay,RemoveOption lke_patherFleetAskCottonSay,"""私はコットン兄弟と直接話をしなかった。メッセージが伝えられた、"" $heOrSheはあなたを好奇心と懸念を持って見つめ、$heOrSheが話す。

""私の道は従うことですから、私は従います。""",,
LKEpatherFleetAskCottonContact,DialogOptionSelected,$option == lke_patherFleetAskCottonContact,RemoveOption lke_patherFleetAskCottonContact,"""私は...それは私の役割ではありません。"" $HeOrSheは$hisOrHerの額を緊張して擦る。""私は...あなたの言葉を上司に報告します。何も約束できません。""",,
LKEpatherFleetThreatC,DialogOptionSelected,$option == lke_patherFleetThreatC,"$player.ethosSarcastic++
$option = lke_patherFleetThreat 0
FireBest DialogOptionSelected",,,
LKEpatherFleetThreatNope,DialogOptionSelected,"$option == lke_patherFleetThreat
$wontAttack","EndConversation DO_NOT_FIRE
$option = lke_patherFleetEndPeace 0
FireBest DialogOptionSelected","""私はただ尋ねただけです,"" $heOrSheは困惑して言います。""そして、私はコットン兄弟の命令に従わないつもりはありません。もし私の言葉に耳を傾けないのなら、どうか祈ってください。祈って！そして、天使の歌を聞いてください、なぜなら私からはもう何も聞こえなくなるでしょう。""

$HeOrSheは通信を切ります。",,
LKEpatherFleetThreatA,DialogOptionSelected,"$option == lke_patherFleetThreat
$entity.relativeStrength >= 0","EndConversation DO_NOT_FIRE
$player.ethosCocky++
$option = lke_patherFleetEndFight 0
FireBest DialogOptionSelected","パザーは$hisOrHerの頭を振ります；厳しく、決意に満ちています。

""その点で、あなたは間違っています。私は私たちの道が一致し、同じ$playerBrotherOrSisterが私と共に歩むことを祈りました。しかし、ここであなたの終わりです - 神の聖なる真空の中で。""

通信は切られます。",,
LKEpatherFleetThreatB,DialogOptionSelected,"$option == lke_patherFleetThreat
$entity.relativeStrength < 0","EndConversation DO_NOT_FIRE
$option = lke_patherFleetEndFight 0
FireBest DialogOptionSelected","パザーは$hisOrHerの頭を振ります；厳しく、決意に満ちています。

""私は従います、そして神の聖なる真空の中で正義の死に従います。""

そう言って、$heOrSheは通信を切ります。",cutCommLinkNoText:続ける,
LKEpatherFleetCeaseLie,DialogOptionSelected,"$option == lke_patherFleetCeaseLie
$player.mostLuddicEthosFaithful","AdjustRepActivePerson WELCOMING 1
AdjustRep luddic_path WELCOMING 1
$player.ethosLiar++
$option = lke_patherFleetEndPeace 0
FireBest DialogOptionSelected","""よく決断しました、$playerBrotherOrSister。私たちは信仰を共有していますが、パスは共有していませんが、それで十分です。私たちは、あのいわゆる教会がルッドの教えを歪めるのを止めるために、世俗的かつ精神的な力を尽くさなければなりません。""

$HeOrSheは$hisOrHerの手を合わせ、「この日が祝福されますように。あなたのパスが正義の栄光へと導きますように。」",,
LKEpatherFleetCeaseLie2,DialogOptionSelected,"$option == lke_patherFleetCeaseLie
$player.mostLuddicEthosPather","AdjustRepActivePerson WELCOMING 1
AdjustRep luddic_path WELCOMING 1
$player.ethosLiar++
$option = lke_patherFleetEndPeace 0
FireBest DialogOptionSelected","""よく決断しました、$playerBrotherOrSister。私たちは信仰とパスを共有しており、それで十分でなければなりません。私たちは、あのいわゆる教会がルッドの教えを歪めるのを止めるために、世俗的かつ精神的な力を尽くさなければなりません。""

$HeOrSheは$hisOrHerの手を合わせ、「この日が祝福されますように。あなたのパスが正義の栄光へと導きますように。」",,
LKEpatherFleetCeaseLie3,DialogOptionSelected,$option == lke_patherFleetCeaseLie,"RemoveOption lke_patherFleetCeaseLie
$player.ethosLiar++
AdjustRepActivePerson HOSTILE -1","""あなたを信じられたらいいのですが、"" $HeOrSheは一瞬$hisOrHerの手を合わせ、「しかし、あなたは信仰にもパスにも属していません。ルッドの光を否定する者の言葉に何の価値があるのでしょうか？""

$HeOrSheは$hisOrHerの手を下ろします。「何もありません。それは何の価値もありません。たとえそれが真実であったとしても、あなたの異端者の口の中では嘘です。」",,
LKEpatherFleetServeFaith,DialogOptionSelected,$option == lke_patherFleetServeFaith,,"""あなたもこれについて祈らなければなりません、$playerBrotherOrSister、"" $heOrSheは真剣な懸念を持って言います。「私たちが踏むのは狭いパスであり、ルッドの教えを歪めて異端を真実と名付ける者によって簡単に失われます。""

「あなたに真実を話させてください。私はあなたと戦いたくありません。信者の力は私たちが互いに戦うときに無駄になります。そして、ドメインの悪魔の子たちはそれを見て笑っています。彼らは私たちを誤った愚か者だと思っています。」","lke_patherFleetServeFaithA1:""私たちは愚か者ではありません。力を温存してください、$brotherOrSister。""
lke_patherFleetServeFaithB1:""私の道に立ちふさがるのは愚か者であり、異端者でもあります。""",
LKEpatherFleetServeFaithA1,DialogOptionSelected,$option == lke_patherFleetServeFaithA1,"$player.ethosMercy++
AdjustRepActivePerson WELCOMING 1
AdjustRep luddic_path WELCOMING 1
$option = lke_patherFleetEndPeace 0
FireBest DialogOptionSelected","$HeOrSheはあなたの目、少なくともそのホロ画像をじっと見つめ、次に$hisOrHerの手を合わせます。「神の摂理が私に道を示しますように。星々とプネウマと啓示によって。」

しばらくして、$personNameは$hisOrHerの目を開きます。

「今はっきり言わせてください：私はあなたのパスを信じます。どこに導かれても、私たちが何のために戦っているのかを忘れないでください。」",,
LKEpatherFleetServeFaithB1,DialogOptionSelected,$option == lke_patherFleetServeFaithB1,"$player.ethosRuthless++
$player.ethosOrder++
$option = lke_patherFleetEndFight 0
FireBest DialogOptionSelected","$HisOrHerの目が厳しくなります。""私の恐れの通りです。偽の教会があなたを堕落させました。敵はその嘘を聖なる儀式に隠すと言われていましたが、ここにそれがあります。""

""神の聖なる真空があなたを浄化しますように、"" $heOrSheはささやきます。",,
